inn;region;okved;okved_group
7716981910;moscow city;49.41;49
5918019290;perm;47.11;47
1650323018;tatarstan;29.32;29
3811030717;irkutsk;56.10;56
9724047909;moscow city;46.49.40;46
2818005588;amur;94.99;94
1328003075;mordovia;45.20;45
7455040151;chelyabinsk;69.20.20;69
0601022633;ingushetia;86;86
2465322815;krasnoyarsk;46.73.10;46
0278061006;bashkortostan;45.20.10;45
1901027056;khakasia;45.31.10;45
1683016083;tatarstan;56.10;56
1808202779;udmurtia;73.11;73
1433026459;yakutia;52.21;52
2411024650;krasnoyarsk;80.10;80
7733422013;moscow city;81.22;81
3906406703;kaliningrad;93.19;93
2130186134;chuvashia;45.20;45
4632270175;kursk;73.11;73
4345459762;kirov;45.11;45
1328007432;mordovia;46.90;46
6725016023;smolensk;94.99;94
2361011244;krasnodar;46.90;46
5024175143;moscow reg.;79.11;79
6950051766;tver;70.22;70
5607140939;orenburg;01.70;01
6319259714;samara;46.38;46
2901301504;arkhangelsk;41.20;41
4632107651;kursk;62.09;62
6167196295;rostov;50.20;50
7801448284;sankt-petersburg;70.22;70
2724162507;khabarovsk;46.73.30;46
6167202598;rostov;46.72;46
3327311962;vladimir;71.11;71
7703656374;moscow city;43.30;43
2223054405;altai terr.;43.32;43
5040165664;moscow reg.;43.22;43
3443071542;volgograd;45.11.20;45
2130051585;chuvashia;46.30;46
4632247722;kursk;49.42;49
7203374163;tyumen;82.99;82
0276091534;bashkortostan;62.02;62
9703083303;moscow city;46.33;46
7751036229;moscow city;52.29;52
3528159147;vologda;47.19;47
1215221026;marij el;69.10;69
3257051066;bryansk;46.11;46
9202500997;sevastopol;94.99;94
6950230444;tver;47.11;47
2130188371;chuvashia;69.10;69
5045036670;moscow reg.;01.40;01
0326525123;buryatia;45.11.20;45
9724121327;moscow city;73.11;73
6211007341;ryazan;86.23;86
1838021160;udmurtia;49.41;49
6501287683;sakhalin;11.05;11
0274953799;bashkortostan;46.71;46
4501221706;kurgan;71.11;71
4205388871;kemerovo;46.63;46
0600000683;ingushetia;69.20;69
2266022172;altai terr.;01.41;01
4100048028;kamchatka;94.99;94
2465245487;krasnoyarsk;69.10;69
0400022545;altai rep.;41.20;41
6685005921;sverdlovsk;79.11;79
4101159362;kamchatka;70.22;70
9201519233;sevastopol;73.11;73
6125021776;rostov;42.21;42
5257213360;nizhni novgorod;70.22;70
4600001652;kursk;49.41;49
3702554164;ivanovo;45.20;45
5260420800;nizhni novgorod;41.20;41
9703075704;moscow city;46.72;46
2901289920;arkhangelsk;73.11;73
6102009733;rostov;43.11;43
7804682451;sankt-petersburg;47.11;47
0917036350;karachaevo-chercessia;45.32;45
7453332367;chelyabinsk;25.11;25
0276158210;bashkortostan;46.71;46
2130223851;chuvashia;46.39;46
9726004971;moscow city;85.42;85
6732062768;smolensk;46.73;46
9204552768;sevastopol;45.10;45
0700004956;kabardino-balkaria;62.01;62
0800000810;kalmykia;86.90.10;86
6330097489;samara;46.43;46
7727275321;moscow city;78.20;78
4217026749;kemerovo;82.99;82
0400015153;altai rep.;41.20;41
6154106142;rostov;69;69
2130137962;chuvashia;45.31.10;45
9200018812;sevastopol;56.10;56
6501299248;sakhalin;93.12;93
1215094378;marij el;86.23;86
3817047273;irkutsk;46.73;46
0326482462;buryatia;52.21.24;52
7716149942;moscow city;94.99;94
5407461244;novosibirsk;62.03;62
6167207109;rostov;43.39;43
6027092352;pskov;93.20;93
4100042629;kamchatka;93.11;93
4004020485;kaluga;86.23;86
6829136445;tambov;46.90;46
3801163940;irkutsk;41.20;41
4909092165;magadan;47.75;47
6950220206;tver;73.11;73
9709068090;moscow city;72.19;72
5031147940;moscow reg.;41.20;41
2130205355;chuvashia;43.91;43
7325155289;ulyanovsk;93.29;93
6603015921;sverdlovsk;01.10;01
9724198129;moscow city;56.10;56
9725155270;moscow city;46.52;46
1106036383;komi;56.10;56
5507229196;omsk;41.20;41
7448211159;chelyabinsk;52.29;52
3904050280;kaliningrad;69.10;69
6147025157;rostov;56.10;56
6027198260;pskov;70.22;70
4501161052;kurgan;01.10;01
1650265006;tatarstan;46.71;46
2801182469;amur;49.40;49
1326175801;mordovia;25.62;25
5258084580;mordovia;52.29;52
2127318260;chuvashia;45.30;45
3528119190;vologda;46.13.20;46
3441033830;volgograd;49.41.20;49
5401996170;novosibirsk;49.41;49
7801426298;sankt-petersburg;85.42.90;85
2703060832;khabarovsk;49.40;49
7735145559;moscow city;56.10;56
6453163149;saratov;45.20;45
5609186985;orenburg;45.11;45
7203222717;tyumen;70.22;70
3311013569;vladimir;25.73;25
7449134161;chelyabinsk;49.41;49
9200021389;sevastopol;45.11;45
6143071265;rostov;56.10;56
5503171844;omsk;47.59.90;47
2626030534;stavropol;49.41.30;49
2543024223;primorsky terr.;71.10;71
9715422014;moscow city;47.91;47
3327824040;vladimir;47.11;47
0300019700;buryatia;45.11.20;45
4312030209;kirov;01.41;01
3661180069;voronezh;73.11;73
5501096493;omsk;46.90;46
7903526301;jewish ao;47.10;47
0726014941;kabardino-balkaria;68.32;68
0547010683;dagestan;41.10;41
7704519282;penza;46.21;46
5404187829;novosibirsk;45.31.10;45
2315216906;krasnodar;32.99;32
3100014891;belgorod;41.20;41
2223024601;altai terr.;52.21.24;52
7325109370;volgograd;73.10;73
7224039254;tyumen;01.11.10;01
1701058057;tuva;94.99;94
7751056271;moscow city;71.12;71
7300019485;ulyanovsk;41.20;41
2506010945;primorsky terr.;80.10;80
6700011545;smolensk;43.99;43
2621002798;stavropol;01.11.10;01
6321293920;samara;69.20;69
2901120949;arkhangelsk;47.41;47
3241504095;bryansk;45.11.20;45
1685007486;tatarstan;43.99;43
0800004759;kalmykia;45.32;45
2618026260;stavropol;69.20;69
6714047037;smolensk;46.11.30;46
1419009331;yakutia;42.22;42
6732187284;smolensk;62.01;62
7707648769;moscow city;86.23;86
4712030394;leningrad;01.50;01
7536176030;zabaikalsk terr.;70.22;70
1700004732;tuva;01.41;01
2130228306;chuvashia;27.12;27
8904001637;yamal-nenets ao;47.29;47
7604272352;yaroslavl;69.20.10;69
7404045970;chelyabinsk;25.62;25
1513075860;north ossetia;71.20.20;71
7707814504;moscow city;58.11;58
4401069511;kostroma;46.69.90;46
6678118272;sverdlovsk;62.02;62
8903021648;yamal-nenets ao;68.20.20;68
3300002212;vladimir;01.50;01
0274103752;bashkortostan;94.20;94
2308238514;krasnodar;94.99;94
3801102546;irkutsk;56.10;56
1904005396;khakasia;47.11;47
1300009479;mordovia;68.20;68
0411169229;altai rep.;43.21;43
1700011031;tuva;46.71;46
7724244727;amur;70.10.10;70
4622008228;kursk;42.13;42
3308008784;vladimir;69.20.10;69
2536141060;primorsky terr.;56.10;56
6318010403;samara;73.11;73
5257158623;nizhni novgorod;46.69;46
2543071706;primorsky terr.;46.49;46
8608058577;khanty-mansijsk;49.40;49
1326224897;mordovia;86.21;86
1500003932;north ossetia;49.41;49
5904102358;perm;43.91;43
4901008475;magadan;01.13.30;01
9721126609;moscow city;81.30;81
6452104214;saratov;79.11;79
1007023753;karelia;01.25.10;01
2320019942;krasnodar;70.22;70
4800014708;lipetzk;68.32;68
6215006740;ryazan;94.99;94
5911046231;perm;71.10;71
6617024387;sverdlovsk;49.40;49
9704129416;moscow city;41.20;41
7449130784;chelyabinsk;49.41;49
4307019344;kirov;52.21.24;52
2224057889;altai terr.;45.11.10;45
5410070850;novosibirsk;46.39;46
8601065543;khanty-mansijsk;49.41;49
5321178161;novgorod;56.10;56
1446000240;yakutia;94.99;94
5105062074;murmansk;52.21.24;52
3906007900;kaliningrad;94.20;94
7706815946;moscow city;46.90;46
7100031862;tula;62.01;62
7536066729;zabaikalsk terr.;86.23;86
6316234817;samara;46.73;46
9201006665;sevastopol;45.10;45
3022006700;astrakhan;47.11;47
2130066221;chuvashia;73.11;73
5027262588;moscow reg.;25.62;25
9723184324;moscow city;46.71;46
2464228016;krasnoyarsk;25.11;25
4826135351;lipetzk;46.90;46
2130193646;chuvashia;41.20;41
7816742987;sankt-petersburg;68.31;68
0572032553;dagestan;73.11;73
9304004363;donetsk;01.11;01
3662308441;voronezh;43.11;43
5838014113;penza;25.93;25
6501303102;sakhalin;71.20;71
2309098669;krasnodar;47.20;47
7536157609;zabaikalsk terr.;49.40;49
2466292360;krasnoyarsk;49.41.10;49
0411150482;altai rep.;71.20.50;71
9303032833;donetsk;42.21;42
2901310114;arkhangelsk;45.31;45
9102267761;crimea;71.12;71
7843309652;sankt-petersburg;47.21;47
7126004408;tula;56.10.10;56
9102051755;crimea;86.23;86
3665822616;voronezh;42.21;42
7801270636;leningrad;56.10;56
7906505363;jewish ao;01.11.30;01
3000011992;astrakhan;52.29;52
7107122903;tula;45.32;45
5005006358;moscow reg.;47.52;47
7203366356;tyumen;25.11;25
5261103306;nizhni novgorod;69.20;69
1901143260;khakasia;86.10;86
2801255950;amur;62.01;62
5703007400;oryol;94.99;94
5503035834;omsk;73.11;73
4411004175;kostroma;68.20.20;68
2635800878;stavropol;42.11;42
9706046941;moscow city;68.20;68
8612009854;khanty-mansijsk;52.21.24;52
0814004935;kalmykia;56.29;56
1658223953;tatarstan;46.33.10;46
0326594046;buryatia;73.20;73
5514016537;omsk;94.99;94
0326555569;buryatia;73.20;73
2801250736;amur;41.20;41
6950237601;tver;79.11;79
1901068260;khakasia;56.10;56
5905060284;perm;42.21;42
7017494223;tomsk;73.11;73
2636206843;stavropol;86.23;86
5024243185;moscow reg.;62.01;62
0275025497;bashkortostan;42.11;42
3525406581;vologda;25.12;25
4330007918;kirov;45.20;45
3000003945;astrakhan;01.42.10;01
6027178232;pskov;43.21;43
7751002580;moscow city;72.19;72
2222807889;altai terr.;45.10;45
0278935342;bashkortostan;49.41;49
7720647130;moscow city;68.10.10;68
1326134146;mordovia;93.11;93
2323001252;krasnodar;68.20.20;68
7743521912;bryansk;52.29;52
5406550580;novosibirsk;46.38.24;46
9200002121;sevastopol;68.32.20;68
6639013445;sverdlovsk;01.10;01
6219007801;ryazan;01.11;01
6318233745;samara;47.76.20;47
8604003440;khanty-mansijsk;45.20.20;45
7811793882;sankt-petersburg;63.11;63
9703007310;moscow city;28.25.10;28
3123121089;belgorod;25.72;25
1501034073;north ossetia;71.10;71
4501232793;kurgan;68.32;68
7017485170;tomsk;73.11;73
7840081022;sankt-petersburg;01.11;01
7460038550;chelyabinsk;46.72;46
5259127412;nizhni novgorod;68.32.10;68
0107980024;adygeya;93.19;93
5190101726;murmansk;25.62;25
3305800367;vladimir;93.12;93
2540200424;primorsky terr.;47.11;47
7206027866;tyumen;52.21.24;52
7329032104;ulyanovsk;94.99;94
2536084920;primorsky terr.;47.20;47
3017060229;astrakhan;56.10;56
5402076249;novosibirsk;43.12.40;43
4632274194;kursk;41.20;41
6230081990;ryazan;62.01;62
2443052932;krasnoyarsk;56.10.10;56
1831106199;udmurtia;68.20;68
3812135649;irkutsk;43.32;43
0326550627;buryatia;42.11;42
5614082741;orenburg;25.11;25
6501298477;sakhalin;41.20;41
7816634830;sankt-petersburg;43.99.90;43
9102046410;crimea;25.11;25
7842138210;sankt-petersburg;25.62;25
4205401321;kemerovo;27.11.10;27
9704077180;moscow city;46.90;46
5403044730;novosibirsk;46.75;46
7724467064;moscow city;47.59;47
6449068171;saratov;68.32.10;68
5252030010;nizhni novgorod;46.63;46
3305799496;vladimir;69.10;69
0816038094;kalmykia;86.23;86
2540275927;primorsky terr.;71.11;71
9309027981;donetsk;86.10;86
2901235925;arkhangelsk;49.30;49
5216017550;nizhni novgorod;47.10;47
0274005579;bashkortostan;46.73.60;46
4501167801;kurgan;62;62
2302048524;krasnodar;47.73;47
4205044895;kemerovo;46.46;46
7325122692;ulyanovsk;73.11;73
7713467760;moscow city;46.73;46
1328165894;mordovia;10.91.10;10
7810884914;leningrad;62.01;62
5433967742;novosibirsk;69.20;69
7448134070;chelyabinsk;46.90;46
5032293197;moscow reg.;45.32;45
7723497637;moscow city;53.20.30;53
1700010912;tuva;56.10;56
5318007825;novgorod;69.10;69
9707015336;moscow city;62.02;62
6002008831;pskov;71.11.10;71
7731473492;moscow reg.;93.29.90;93
1650268960;tatarstan;49.40;49
7725405487;moscow city;62.01;62
5528048031;omsk;49.41;49
1101176563;komi;86.10;86
7708338086;moscow city;33.12;33
0264077207;bashkortostan;01.47;01
5406824311;novosibirsk;14.19;14
0572030242;dagestan;80.10;80
4501224577;kurgan;45.19;45
3461065421;volgograd;41.20;41
5902837244;perm;69;69
6726019524;smolensk;47.91.20;47
4205372656;kemerovo;71.12;71
4500010815;kurgan;62.02;62
2311303210;krasnodar;73.11;73
7729740398;moscow city;46.60;46
2636222556;stavropol;56.10;56
4236000400;kemerovo;01.11.10;01
5042142373;moscow reg.;47.52.70;47
6664041171;khanty-mansijsk;69.20;69
3121181491;belgorod;10.51;10
7536152424;zabaikalsk terr.;25.11;25
7536033956;zabaikalsk terr.;52.21.24;52
9728094931;moscow city;41.20;41
2700034619;khabarovsk;79.11;79
4205333696;kemerovo;42.22.30;42
5720011679;oryol;01.13;01
7810771100;krasnodar;70.10;70
5036125919;moscow reg.;28.21.20;28
3525447002;vologda;49.41;49
0500008720;dagestan;49.39.11;49
2721122746;khabarovsk;62.02;62
8603214649;khanty-mansijsk;56.10;56
1513077427;north ossetia;94.99;94
7730285320;moscow city;46.73;46
7017491208;tomsk;49.39;49
2502074539;primorsky terr.;46.74.30;46
1500021106;north ossetia;73.11;73
7203480517;tyumen;49.41;49
2208064800;altai terr.;49.41;49
9107037514;crimea;47.25;47
1435324027;yakutia;43.21;43
2221170205;altai terr.;16.10;16
3315095114;vladimir;68.32.20;68
6820004074;tambov;01.11.10;01
2801184699;amur;25.10;25
5260473488;nizhni novgorod;70.22;70
9500024542;kherson;47.30;47
5905054636;perm;49.41;49
3817045477;irkutsk;62.02;62
9402005728;luhansk;68.20;68
5190063492;murmansk;41.20;41
7530006145;zabaikalsk terr.;52.21.24;52
2635242214;stavropol;56.10.10;56
3917024287;kaliningrad;25.11;25
6234196617;ryazan;56.10.10;56
3200001381;bryansk;45.19;45
5403353657;novosibirsk;47.19;47
6455062989;saratov;62.09;62
7017228670;tomsk;68.20.20;68
5610098388;orenburg;94.99;94
3528126568;vologda;01.19;01
6010004407;pskov;93.29;93
7802803990;sankt-petersburg;68.10.22;68
1328015994;mordovia;43.29;43
2313015256;krasnodar;01.61;01
2700032523;khabarovsk;70.10;70
1601009465;tatarstan;47.73;47
0411143414;altai rep.;68.10;68
2208998335;altai terr.;94.99;94
7128012796;tula;01.13.10;01
5190100810;murmansk;71.12.20;71
7300003848;ulyanovsk;56.10;56
5473012499;novosibirsk;47.78;47
9204557981;sevastopol;62.01;62
7901535357;jewish ao;68.20.20;68
3233014146;bryansk;47.11.20;47
0608062787;ingushetia;41.20;41
3528306024;vologda;56.10.10;56
4027121225;kaluga;46.69;46
5803020652;penza;45.20;45
3123193453;belgorod;45.31.10;45
1833028002;udmurtia;81.29.10;81
9729319433;moscow city;73.11;73
1513048056;north ossetia;68.32;68
3704003476;ivanovo;94.99;94
7329033764;ulyanovsk;47.65;47
6162049138;rostov;94.99;94
0105073415;adygeya;01.11;01
2703054910;karachaevo-chercessia;42.11;42
1000002553;karelia;93.12;93
7736210659;moscow city;85.12;85
0308164900;buryatia;52.29;52
7714356252;moscow city;73.11;73
6311186912;samara;41.20;41
6163055590;rostov;47.72.10;47
9728132665;moscow city;46.90;46
5507212964;omsk;47.25;47
2366024663;krasnodar;85.30;85
9710115330;moscow city;73.11;73
1435249595;yakutia;71.10;71
9722081647;moscow city;45.32.10;45
9204572926;sevastopol;91.03;91
9105013814;crimea;94.99;94
3702724722;ivanovo;70.22;70
5047285022;moscow reg.;63.91;63
9731031547;moscow city;72.19;72
4500007668;kurgan;71.12;71
7811574658;sankt-petersburg;52.29;52
5032369470;moscow reg.;93.29.90;93
4706056958;leningrad;46.90;46
1901040762;khakasia;68.20.2;68
5190087454;murmansk;93.29;93
2722021878;khabarovsk;45.20;45
4414017013;kostroma;25.11;25
8902014831;yamal-nenets ao;47.10;47
7014066460;tomsk;43.21;43
5753039937;oryol;86.23;86
2222070394;altai terr.;68.20.20;68
1003018209;karelia;52.21.24;52
6501259044;sakhalin;46.71;46
5836687441;penza;71.12.20;71
7453358975;chelyabinsk;71.12.20;71
7017286826;tomsk;62;62
3121080180;belgorod;68.20.20;68
1659164725;tatarstan;47.74;47
0800006844;kalmykia;71.11.10;71
4100048998;kamchatka;71.12;71
6686109539;sverdlovsk;43.99.30;43
5321074596;novgorod;46.49.30;46
0411170288;altai rep.;46.73.60;46
6952038231;tver;47.30;47
7017376389;tomsk;70.22;70
5404479780;novosibirsk;62.09;62
5256099453;nizhni novgorod;68.20.20;68
0274175718;bashkortostan;45.20;45
9705155232;moscow city;47.91.20;47
7447015345;chelyabinsk;94.20;94
7536181464;zabaikalsk terr.;41.20;41
9102033026;crimea;45.31;45
3459075736;volgograd;25.11;25
6317111409;samara;42.12;42
6229035808;ryazan;73.11;73
7730072508;moscow city;52.21.24;52
8602267937;khanty-mansijsk;25.11;25
2721073094;khabarovsk;62.09;62
4611012977;kursk;73.11;73
2015800476;chechnya;93.29;93
3662990796;voronezh;43.32;43
2465228474;krasnoyarsk;71.20.50;71
3025036011;astrakhan;56.10.10;56
5648021070;orenburg;49.41;49
3720005311;ivanovo;93.29.90;93
6900005500;tver;47.75;47
0320990332;buryatia;93.29;93
2221069075;altai terr.;43.20;43
5614044305;orenburg;46.69.50;46
7453338584;chelyabinsk;80.10;80
2301030700;krasnodar;41.20;41
7733878448;moscow city;25.11;25
4632205881;kursk;25.12;25
2223602852;irkutsk;46.73.10;46
1511028086;north ossetia;46.76.10;46
3906406870;kaliningrad;71.12.20;71
1215029989;marij el;25.73;25
5249150839;nizhni novgorod;47.11;47
5250070585;nizhni novgorod;71.12.70;71
1215211885;marij el;68.32;68
5800007452;penza;41.20;41
5903129396;perm;68.10;68
7452115144;chelyabinsk;62.09;62
0800024554;kalmykia;47.91;47
7726603139;moscow city;69.10;69
0323388133;buryatia;43.31;43
0726024918;kabardino-balkaria;43.12;43
2829003110;amur;01.42.10;01
8602269388;khanty-mansijsk;49.40;49
9102180165;crimea;25.11;25
1215140200;marij el;25.11;25
2223580060;altai terr.;62.02;62
1300007979;mordovia;56.30;56
5751038039;oryol;52.29;52
6000002383;pskov;62.01;62
4100044136;kamchatka;93.13;93
3808268501;irkutsk;93.29.90;93
7743443781;moscow city;41.20;41
3257083276;bryansk;01.45;01
2100013141;chuvashia;69.10;69
2015007644;chechnya;01.11;01
6501289320;sakhalin;86.23;86
4401114919;kostroma;94.99;94
7310008309;ulyanovsk;01.13.10;01
5614088581;orenburg;86.22;86
9724179630;moscow city;46.34;46
5047146251;moscow reg.;73.11;73
3906295486;kaliningrad;62.01;62
3518010395;vologda;01.11;01
0326003455;buryatia;70.22;70
9200016011;sevastopol;42.11;42
9703169286;moscow city;46.90;46
3906212377;kaliningrad;46.60;46
5246049630;nizhni novgorod;49.42;49
3662188208;voronezh;41.20;41
3435118050;volgograd;49.40;49
9701211013;moscow city;46.42;46
2312115145;krasnodar;49.41.20;49
4401161281;kostroma;25.21;25
3015117487;astrakhan;52.22.16;52
5321151868;novgorod;43.21;43
2464149540;krasnoyarsk;46.73.60;46
0725030203;kabardino-balkaria;52.21.24;52
5005043920;moscow reg.;86.23;86
6161064768;rostov;68.32.10;68
9403005512;luhansk;71.12;71
6829164523;tambov;93.29;93
9109027430;crimea;25.11;25
9402010894;luhansk;45.31;45
7802854112;sankt-petersburg;43.21;43
5410136491;novosibirsk;41.20;41
5262367816;nizhni novgorod;41.20;41
2632073536;stavropol;46.40;46
3525207057;vologda;68.32.10;68
7814368364;sankt-petersburg;41.20;41
0722002039;kabardino-balkaria;86.90;86
8905058562;yamal-nenets ao;45.40.20;45
1901145300;khakasia;93.19;93
6661004693;sverdlovsk;94.20;94
5038115183;voronezh;71.10;71
5406999858;novosibirsk;47.78.90;47
2901256770;arkhangelsk;25.61;25
2630037081;stavropol;25.10;25
7103512074;tula;56.10;56
7602048972;yaroslavl;56.29;56
0606012357;ingushetia;94.20;94
9201508947;sevastopol;94.99;94
0400003239;altai rep.;47.29;47
0411147680;altai rep.;68.32;68
2111005826;chuvashia;25.61;25
7705365571;moscow city;94.99;94
6319058052;samara;41.20;41
0277964372;bashkortostan;68.32;68
6167144709;rostov;43.99.90;43
7325114405;ulyanovsk;46.69.90;46
4011000049;kaluga;43.21;43
4707056647;leningrad;25.99.20;25
0572005599;dagestan;78.20;78
7743323893;moscow city;68.20;68
4001012246;kaluga;70.22;70
7816672627;sankt-petersburg;41.20;41
8617035255;khanty-mansijsk;93.11;93
5904045195;perm;68.32;68
7702647722;moscow city;71.11.10;71
